product name,product url,product price,review,number of reviews,ASIN,product description,manufacturer,description
"Safari Seek 32 Ltrs Overnighter Travel Laptop Backpack (Black), Water Resistant Spacious Bag for Travelling and Camping, All-Purpose Bag for Business & Leisure",https://amazon.in/Safari-Overnighter-Resistant-Travelling-All-Purpose/dp/B097JMR4M6/ref=sr_1_149?crid=2M096C61O4MLT&keywords=bags&qid=1675287116&sprefix=ba%2Caps%2C283&sr=8-149,"₹2,039",4.1 out of 5 stars,67,B097JMR4M6,,,"Safari Seek 32 Ltrs Overnighter Travel Laptop Backpack (Black), Water Resistant Spacious Bag for Travelling and Camping, All-Purpose Bag for Business & Leisure"
"Mi Step Out 12 L Mini Backpack (Small Size, Sky Blue, Water Repellant)",https://amazon.in/Step-Backpack-Small-Water-Repellant/dp/B088X9M73T/ref=sr_1_150?crid=2M096C61O4MLT&keywords=bags&qid=1675287116&sprefix=ba%2Caps%2C283&sr=8-150,₹299,4.1 out of 5 stars,"7,623",B088X9M73T,,,"Mi Step Out 12 L Mini Backpack (Small Size, Sky Blue, Water Repellant)"
Lavie Women's Broxa Flap Over Sling Bag | Ladies Purse Handbag,https://amazon.in/Lavie-Broxa-Flap-Womens-Sling/dp/B08QTF8RPM/ref=sr_1_151?crid=2M096C61O4MLT&keywords=bags&qid=1675287116&sprefix=ba%2Caps%2C283&sr=8-151,"₹1,217",4.2 out of 5 stars,"5,529",B08QTF8RPM,,,Lavie Women's Broxa Flap Over Sling Bag | Ladies Purse Handbag
ASTRID Women's Round Sling Bag with Pompoms (Brown),https://amazon.in/ASTRID-Womens-Round-Sling-Pompoms/dp/B08VS8JBNK/ref=sr_1_152?crid=2M096C61O4MLT&keywords=bags&qid=1675287116&sprefix=ba%2Caps%2C283&sr=8-152,₹474,4.4 out of 5 stars,295,B08VS8JBNK,✅ Lightweight yet durable bag for use or everyday outings;✅ Made Using 100% Sustainable And Eco Freindly Cotton Materials;✅ We have used high-quality metal and fabric in this bag;✅ The bags work quite well for casual as well as party wear;✅ The soft Straps make it convenient for you to hold it the whole day,,ASTRID Women's Round Sling Bag with Pompoms (Brown)
Kuber Industries Rexine Lightweight Travel Toiletry Bag Shaving Kit with Carrying Strap (Grey) 54KM4283,https://amazon.in/Kuber-Industries-Lightweight-Toiletry-Carrying/dp/B0B45QRYHY/ref=sr_1_153?crid=2M096C61O4MLT&keywords=bags&qid=1675287116&sprefix=ba%2Caps%2C283&sr=8-153,₹244,4.1 out of 5 stars,17,B0B45QRYHY,,,Kuber Industries Rexine Lightweight Travel Toiletry Bag Shaving Kit with Carrying Strap (Grey) 54KM4283
"LuvLap Baby Breast Milk Storage Bags (Pack of 50), BPA Free Disposable Milk Freezer Bags for Breast Feeding, Transparent",https://amazon.in/Storage-Disposable-Freezer-Feeding-Transparent/dp/B099ZVTNCP/ref=sr_1_154?crid=2M096C61O4MLT&keywords=bags&qid=1675287116&sprefix=ba%2Caps%2C283&sr=8-154,₹549,4.4 out of 5 stars,515,B099ZVTNCP,"HYGIENICALLY PRE-SEALED : LuvLap Breast Milk Storage Bags have been hygienically pre-sealed and are leak proof. Can store, freeze and protect precious breastmilk;DURABLE DOUBLE-LAYER MATERIAL : This breastmilk storage bags made of durable double-layer material and built-in double zipper seal. It is Presterilized, free of BPA;SELF-STANDING DESIGN : The bags are self-standing. Provides enough space to write the details on its surface, allowing you to document the date and information about storage;SAFE & CONVENIENT : The bags lay flat, saves space. Designed for your safe and instant usage;Resistant to low temperature and high temperature. It can withstand minus 20 degrees to high temperature 120 degrees",,"LuvLap Baby Breast Milk Storage Bags (Pack of 50), BPA Free Disposable Milk Freezer Bags for Breast Feeding, Transparent"
Dein Kleider Nylon Sling Cross Body Utility Travel Office Business Messenger one Side Shoulder Bag for Men and Women,https://amazon.in/Kleider-Utility-Business-Messenger-Shoulder/dp/B09RQNP9KT/ref=sr_1_155?crid=2M096C61O4MLT&keywords=bags&qid=1675287116&sprefix=ba%2Caps%2C283&sr=8-155,₹349,4.1 out of 5 stars,431,B09RQNP9KT,,,Dein Kleider Nylon Sling Cross Body Utility Travel Office Business Messenger one Side Shoulder Bag for Men and Women
wooum Water Resistant Material Sling Bag/One Side Bag/Shoulder Bag/Messenger Bag/Office Messenger Bag/Travel Side Bag with 14.1 Inch Laptop Compartment -,https://amazon.in/wooum-Resistant-Material-Messenger-Compartment/dp/B0BQFHN15L/ref=sr_1_156?crid=2M096C61O4MLT&keywords=bags&qid=1675287116&sprefix=ba%2Caps%2C283&sr=8-156,₹474.05,4.0 out of 5 stars,201,B0BQFHN15L,,,wooum Water Resistant Material Sling Bag/One Side Bag/Shoulder Bag/Messenger Bag/Office Messenger Bag/Travel Side Bag with 14.1 Inch Laptop Compartment -
Half Moon 55 litres Travelling Laptop Bag/Rucksack Backpack for Luggage Travel Journey Trekking Hiking Bags for Men Women Boys and Girls with Laptop Compartment & Rain Cover,https://amazon.in/Half-Moon-Travelling-Rucksack-Compartment/dp/B09WDBPVFW/ref=sr_1_157?crid=2M096C61O4MLT&keywords=bags&qid=1675287116&sprefix=ba%2Caps%2C283&sr=8-157,₹979,4.0 out of 5 stars,274,B09WDBPVFW,"ROOMY ENOUGH : This bag is ultra lightweight comes with Three main compartment having the capacity of approx 55 Ltr, big enough to carry laptop of all sizes, books, clothes, camping gear; 4 main compartments to store all your essentials and 1 small front pockets to carry small accessories. It also features an Internal Organiser(small pockets inside a Backpack).;COMFORT WITH QUALITY: This Backpack has Wide, Padded and Adjustable shoulder straps and Padded Back for comfort in carrying heavy items. Stitched properly and Bartacks on every pressure point for extra durability. Made with strong yet light weight polyester fabric with heavy zippers. It also comes with a Rain cover so that you can travel during rainy season without any problem. It can be used by everyone be it men? , women? , boys , girls.;PROUDLY MADE IN INDIA: Half Moon is proud to be an Indian Brand. We understand the importance of Indian manufacturing and supply chains. It is the time when we revive local industries that's why this bag is Made in India by Indians using Indian materials.;QUALITY : A major problem in many rucksack/travelling bags is that it get torn between your journey but this Rucksack is strong enough to hold even the heaviest of your items without any problem. It is made up of a strong polyester material, is stitched properly, and is bartacked on every pressure points for extra strength.;Pocket Description: Utility Pocket; Age Range Description: Adult; Special Features: Back Padding;Pattern Name: Solid;OTHER FEATURES: Rain Cover, Internal Organiser(Small Pockets), Strong and durable zippers, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment , Ergonomic Design, Reflector Logo, etc",,Half Moon 55 litres Travelling Laptop Bag/Rucksack Backpack for Luggage Travel Journey Trekking Hiking Bags for Men Women Boys and Girls with Laptop Compartment & Rain Cover
Mi Business Casual 21L Water Resistant Laptop Backpack (Dark Grey),https://amazon.in/Mi-Business-Casual-Resistant-Backpack/dp/B07YY6PTMN/ref=sr_1_158?crid=2M096C61O4MLT&keywords=bags&qid=1675287116&sprefix=ba%2Caps%2C283&sr=8-158,₹999,4.4 out of 5 stars,"6,047",B07YY6PTMN,,,Mi Business Casual 21L Water Resistant Laptop Backpack (Dark Grey)
Gear Eco4 19L Water Resistant School Bag//Backpack/College Bag for Men/Women - Navy Blue,https://amazon.in/Gear-Green-Casual-Backpack-BKPECOBP40503/dp/B019HA8DQQ/ref=sr_1_159?crid=2M096C61O4MLT&keywords=bags&qid=1675287116&sprefix=ba%2Caps%2C283&sr=8-159,₹489,4.0 out of 5 stars,"4,119",B019HA8DQQ,"Outer Material: Polyester, Color: Green and Grey;Wear Resistant: Wear resistant, Stain resistant, Water Resistance: Water resistant;Dimensions: 46 cms x 32 cms x 13 cms (LxWxH) , Capacity : 18 Liters;Number of Compartments: 2; Warranty Type: Manufacturer; 1 Year from the date of purchase;Pocket Description: Utility Pocket; Closure Type: Zipper; Age Range Description: Adult; Special Features: Back Padding",,Gear Eco4 19L Water Resistant School Bag//Backpack/College Bag for Men/Women - Navy Blue
Wesley Milestone 15.6 inch 25 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack (Black),https://amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B07NJRPJ6Q/ref=sr_1_160?crid=2M096C61O4MLT&keywords=bags&qid=1675287116&sprefix=ba%2Caps%2C283&sr=8-160,₹498,4.3 out of 5 stars,"12,103",B07NJRPJ6Q,,,Wesley Milestone 15.6 inch 25 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack (Black)
Lavie Sport Lino Large Size 63 cms Wheel Duffle Bag for Travel | Travel Bag with Trolley,https://amazon.in/Lavie-Sport-Duffle-Luggage-Trolley/dp/B097RJ22Q3/ref=sr_1_33?crid=2M096C61O4MLT&keywords=bags&qid=1675287575&sprefix=ba%2Caps%2C283&sr=8-33,₹999,4.0 out of 5 stars,"5,782",B097RJ22Q3,,,Lavie Sport Lino Large Size 63 cms Wheel Duffle Bag for Travel | Travel Bag with Trolley
Gear Polyester 74 Cms Duffle Bag(Dufcrstng0406_Grey),https://amazon.in/Gear-Polyester-Travel-Duffle-DUFCRSTNG0406/dp/B075MMWRW6/ref=sr_1_34?crid=2M096C61O4MLT&keywords=bags&qid=1675287575&sprefix=ba%2Caps%2C283&sr=8-34,₹539,4.1 out of 5 stars,"15,913",B075MMWRW6,,,Gear Polyester 74 Cms Duffle Bag(Dufcrstng0406_Grey)
Boldfit Waist Bag for Men Travel Bag for Men Chest Bag for Men Travel Fanny Pack for Men Waist Bag for Women Side Bag for Men Travel Accessories / Pouch / Hand Purse. Mobile Bag / Money Bag - Black,https://amazon.in/Boldfit-Travel-Accessories-Purse-Mobile/dp/B0BJZQ3ZR9/ref=sr_1_35?crid=2M096C61O4MLT&keywords=bags&qid=1675287575&sprefix=ba%2Caps%2C283&sr=8-35,₹399,4.9 out of 5 stars,275,B0BJZQ3ZR9,,,Boldfit Waist Bag for Men Travel Bag for Men Chest Bag for Men Travel Fanny Pack for Men Waist Bag for Women Side Bag for Men Travel Accessories / Pouch / Hand Purse. Mobile Bag / Money Bag - Black
F Gear String 11 Ltrs Nylon Black Gym Bag,https://amazon.in/F-Gear-String-Polyester-33-cms-Black-Drawstring-Gym-Bag/dp/B07PC28YQ9/ref=sr_1_36?crid=2M096C61O4MLT&keywords=bags&qid=1675287575&sprefix=ba%2Caps%2C283&sr=8-36,₹189,4.0 out of 5 stars,414,B07PC28YQ9,,,F Gear String 11 Ltrs Nylon Black Gym Bag
Skybags Polypropylene 46 Cms Travel Bag(DFACN1BLU_Blue),https://amazon.in/Skybags-Polypropylene-Cms-Travel-DFACN1BLU_Blue/dp/B0B6CH21F9/ref=sr_1_37?crid=2M096C61O4MLT&keywords=bags&qid=1675287575&sprefix=ba%2Caps%2C283&sr=8-37,₹564,4.0 out of 5 stars,23,B0B6CH21F9,Spacious Main compartment;Soft Grip handles;Comfertable Shoulder Strap;Easy access front pocket;Stylish Design,,Skybags Polypropylene 46 Cms Travel Bag(DFACN1BLU_Blue)
"ZANIC'S Large Capacity Cosmetic Travel Bag, Women's Makeup Travel Bag Portable Leather Cosmetics Bag, Makeup Storage Bags with Handle and Divider, Wide Opening Cosmetic/Makeup Organizer Bags (Pink)",https://amazon.in/Capacity-Cosmetic-Portable-Cosmetics-Organizer/dp/B0BR123Z9J/ref=sr_1_38?crid=2M096C61O4MLT&keywords=bags&qid=1675287575&sprefix=ba%2Caps%2C283&sr=8-38,₹749,4.6 out of 5 stars,25,B0BR123Z9J,"♥ Makeup bag Open flat for easy access: The flat makeup bag has a large opening design for quick access to items, making it a must-have bag for travel, not only it is durable but also exquisite workmanship;;♥ Large capacity and Clear compartments: The cosmetic bag can hold many small items, such as various makeup brushes, lipsticks, small eye shadow trays, cosmetics, etc. There are 3 pockets and 2 compartments inside the cosmetic bag, which can be sorted and stored so that your Life is more orderly;;♥ Waterproof and wipeable: The make up bag is not only waterproof on the outside, can be wiped quickly, and stain-resistant, but also the inside of the make up bag is waterproof, can be wiped quickly, and stain-resistant. If lotion is poured on it, just wipe it off with a paper towel. Keep your makeup bag clean and flawless forever;;♥ Multifunctional storage bag: Our makeup organizer bag can be used as a cosmetic bag, a toiletry bag, a pencil bag, and a daily storage bag; it can be used by any people and can store various small items in all aspects;;♥ Perfect gift :Show your appreciation to your friend, wife, girlfriend, mother. This fashion portable bag is a thoughtful gift to women who are driven to looking good.It would be a great gift for women and girls,Mother's day /woman day/Birthday/Christmas Gift.",,"ZANIC'S Large Capacity Cosmetic Travel Bag, Women's Makeup Travel Bag Portable Leather Cosmetics Bag, Makeup Storage Bags with Handle and Divider, Wide Opening Cosmetic/Makeup Organizer Bags (Pink)"
NIVIA Beast Gym Bag-4 Polyester/Unisex Gym Bags/Shoulder Bag for Men & Women with Separate Shoes Compartment/Carry Gym Accessories/Fitness Bag/Sports & Travel Bag/Sports Kit (Black),https://amazon.in/Nivia-5183-Polyester-Duffle-Medium/dp/B071KNXQ7Y/ref=sr_1_39?crid=2M096C61O4MLT&keywords=bags&qid=1675287575&sprefix=ba%2Caps%2C283&sr=8-39,₹529,4.2 out of 5 stars,"3,667",B071KNXQ7Y,,,NIVIA Beast Gym Bag-4 Polyester/Unisex Gym Bags/Shoulder Bag for Men & Women with Separate Shoes Compartment/Carry Gym Accessories/Fitness Bag/Sports & Travel Bag/Sports Kit (Black)
Wesley Ignite Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18.5 inches) (Compatible with 39.62cm(15.6inch laptop),https://amazon.in/Wesley-Waterproof-Backpack-Business-Dimensions/dp/B0BMQ4D59H/ref=sr_1_40?crid=2M096C61O4MLT&keywords=bags&qid=1675287575&sprefix=ba%2Caps%2C283&sr=8-40,₹599,5.0 out of 5 stars,3,B0BMQ4D59H,"Capacity design: Can hold laptops of 15.6 inches and below. A main spacious packing room, and there are multiple pockets, pen pockets and compartments for small items at the front to keep your items organized and easier to find. An anti-theft pocket located inside the bag keeps your passport, wallet, phone and other valuable items safe and handy;Durable & comfortable: This classic college backpack is made of water-resistant, sturdy and tear-resistant oxford material, with double metal zippers. Comfortable airflow back design with thick but soft multi-panel ventilated padding gives you maximum back support. Lightweight structure and ergonomically shaped shoulder straps with two ""S"" adjustable breathable padding make carrying easy and comfortable;Function& Safe: External dimensions: A luggage strap allows backpack fit on luggage/suitcase, slide over the luggage upright handle tube for easier carrying. Internal shockproof belt for fastening your laptop and iPad, preventing them from sliding and bumping. With a hidden anti theft pocket inside the bag protect your valuable items from thieves. Well made for international airplane travel and day trip;Ideal Gift: This fashionable laptop backpack can be a great companion for travel, business, everyday use and outdoor activities. Also, a perfect college high school student backpack for boys, girls, teens. Practical gifts for teens, boys, girls, friends, mother, father, her or him.",,Wesley Ignite Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18.5 inches) (Compatible with 39.62cm(15.6inch laptop)
Gear Classic 20L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Brown,https://amazon.in/Gear-Classic-Leather-Backpack-LBPCLSLTH0201/dp/B07G4F6XFH/ref=sr_1_41?crid=2M096C61O4MLT&keywords=bags&qid=1675287575&sprefix=ba%2Caps%2C283&sr=8-41,"₹1,039",4.4 out of 5 stars,"5,323",B07G4F6XFH,"Outer material: synthetic, color: brown;Waterproof;Capacity: 20 liters; Weight: 560 grams; Dimensions: 48 cms x 32 cms x 14 cms (LxWxH);Number of compartments: 2;Laptop compatibility: yes, laptop size: 16strap type: adjustable;Anti theft waterproof bag with anti sweat fabric on back and shoulder straps;USB and headphone cable slot;External bottle pocket;Concealed quick access Pockets on back panel ,Adjustable Anti sweat padded Shoulder straps , Padded Laptop sleeve,2 External Pockets, Padded Back Panel Cushioned with Anti Sweat Fabric,Embedded Organizer , USB and Headphone cable slot .",,Gear Classic 20L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Brown
Bennett™ Mystic 15.6 inch (39.6cm) Laptop Briefcase Shoulder Sling Office Business Professional Travel Messenger Bag for Men and Women Water Repellent Formal Executive Bags (Grey) 6 Months Warranty,https://amazon.in/BennettTM-Mystic-Shoulder-Messenger-Repellent/dp/B09321GJXZ/ref=sr_1_42?crid=2M096C61O4MLT&keywords=bags&qid=1675287575&sprefix=ba%2Caps%2C283&sr=8-42,₹512,4.1 out of 5 stars,"4,857",B09321GJXZ,"PREMIUM QUALITY MATERIAL: This laptop computer briefcase is made of high-quality water repellent fabric, and well-made of foam pad inside. The laptop briefcase equipped with a removable shoulder strap and a soft carry handle, you can easily switch the carry way you want.;LIGHTWEIGHT AND MULTIFUNCTIONAL: It provide a removable shoulder strap, can be use as shoulder bag or handbag base on your need; top handle strap, and comes with adjustable strap with. It will be a good partner for your daily use or business trip.;EXCELLENT DETAILS: The laptop bag with exquisite zippers, durable hook of strap and soft handle, which make it more comfortable to carry and use. Ensure a secure and long-lasting usage everyday as office work bag, travel laptop briefcase, business laptop case, college laptop bag.;DIMENSION: External: 16 x 12 x 3 inch; Dimension: 16.5 x 11.5 x 2.5 inch. Suitable for 14-15.6 inch: Dell, Acer, ASUS, Samsung, HP and other brand laptops.(Please allow a little size different because of manual measurement). Great gifts choice for birthday, work anniversary.;BENNETT Warranty: Exchange within (6 months) if you don't like. If any problems, please do not hesitate to contact us. We will provide the best solution for you.",,Bennett™ Mystic 15.6 inch (39.6cm) Laptop Briefcase Shoulder Sling Office Business Professional Travel Messenger Bag for Men and Women Water Repellent Formal Executive Bags (Grey) 6 Months Warranty
F Gear Luxur Brown 25 liter Laptop Backpack (2404),https://amazon.in/F-Gear-Luxur-Brown-Backpack/dp/B01F7AX9ZA/ref=sr_1_43?crid=2M096C61O4MLT&keywords=bags&qid=1675287575&sprefix=ba%2Caps%2C283&sr=8-43,"₹1,099",4.4 out of 5 stars,"16,287",B01F7AX9ZA,,,F Gear Luxur Brown 25 liter Laptop Backpack (2404)
"Bennett Casual Laptop Bag school bags for boys girls 15.6-inch, 25 LTR Office & College bags for mens Water Repellent Backpack for Men & Women (Black)",https://amazon.in/Bennett-15-6-inch-College-Repellent-Backpack/dp/B09WZHX3B1/ref=sr_1_44?crid=2M096C61O4MLT&keywords=bags&qid=1675287575&sprefix=ba%2Caps%2C283&sr=8-44,₹512,4.0 out of 5 stars,347,B09WZHX3B1,,,"Bennett Casual Laptop Bag school bags for boys girls 15.6-inch, 25 LTR Office & College bags for mens Water Repellent Backpack for Men & Women (Black)"
Baggit Women Hobo Handbag (ROSE),https://amazon.in/Baggit-Autumn-Winter-Leather-Womens-Handbag/dp/B08SCDTRKP/ref=sr_1_45?crid=2M096C61O4MLT&keywords=bags&qid=1675287575&sprefix=ba%2Caps%2C283&sr=8-45,₹595,4.2 out of 5 stars,177,B08SCDTRKP,,,Baggit Women Hobo Handbag (ROSE)
"Bennett Casual Laptop Bag school bags for boys girls 15.6-inch, 25 LTR Office & College bags for mens Water Repellent Backpack for Men & Women (GREY)",https://amazon.in/Bennett-15-6-inch-College-Repellent-Backpack/dp/B09WZKHSDR/ref=sr_1_46?crid=2M096C61O4MLT&keywords=bags&qid=1675287575&sprefix=ba%2Caps%2C283&sr=8-46,₹512,4.0 out of 5 stars,347,B09WZKHSDR,,,"Bennett Casual Laptop Bag school bags for boys girls 15.6-inch, 25 LTR Office & College bags for mens Water Repellent Backpack for Men & Women (GREY)"
Gear Vintage2 28L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Brown,https://amazon.in/Gear-Vintage2-Leather-Backpack-LBPVG2LTH0201/dp/B07G4D13L7/ref=sr_1_47?crid=2M096C61O4MLT&keywords=bags&qid=1675287575&sprefix=ba%2Caps%2C283&sr=8-47,₹949,4.4 out of 5 stars,"3,581",B07G4D13L7,,,Gear Vintage2 28L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Brown
Asus BP1504 39.62 cm (15.6-inch) Laptop Backpack (Dark Grey),https://amazon.in/Asus-BP1504-15-6-inch-Laptop-Backpack/dp/B0895ZZHKK/ref=sr_1_54?crid=2M096C61O4MLT&keywords=bags&qid=1675287623&sprefix=ba%2Caps%2C283&sr=8-54,₹559,4.2 out of 5 stars,"1,481",B0895ZZHKK,,,Asus BP1504 39.62 cm (15.6-inch) Laptop Backpack (Dark Grey)
"Fur Jaden 15.6 Inch Laptop Backpack 25 LTR Bag for School, College and Office with USB Charging Port",https://amazon.in/Casual-Backpack-Charging-Laptop-Compartment/dp/B07J46KLFP/ref=sr_1_58?crid=2M096C61O4MLT&keywords=bags&qid=1675287623&sprefix=ba%2Caps%2C283&sr=8-58,₹489,3.9 out of 5 stars,"9,818",B07J46KLFP,"Grey Colour Backpack for Men for Stylish Office use as well as for Trendy College and School students. Huge compartment size that can fit upto a 15.6 inch Laptop with ease. Multiple pockets for other accessories and water bottle;Capacity: 25 liters; Weight: 500 grams; Dimensions: 30 cms x 20 cms x 42 cms (LxWxH);The backpack features a sleek and ergonomic design with a balanced weight distribution through its straps. This makes this product a suitable alternative to bulky and unsightly backpacks. The compact design of this backpack helps you to rest it comfortably on your shoulders while accommodating all your essentials with ease.;USB Charging Point to Charge On the Go - With our attached charging dock, now charing on the go is easier than before. Important Note: We do not provide Free Portable Charger with the Bag;Warranty- 10 days No Question asked replacement guarantee from the date of delivery. 6 Month Manufacturer and Seller Warranty",,"Fur Jaden 15.6 Inch Laptop Backpack 25 LTR Bag for School, College and Office with USB Charging Port"
"SIDRUM WF-18 DSLR/SLR Camera Shoulder Bag Case with Adjustable Shoulder Strap & Rain Cover, Compatible for Nikon, Canon, Sony Mirrorless Cameras - Waterproof - Breathable - Anti Shock (Orange-Black)",https://amazon.in/SIDRUM-Shoulder-Adjustable-Compatible-Mirrorless/dp/B09P74TZY8/ref=sr_1_63?crid=2M096C61O4MLT&keywords=bags&qid=1675287623&sprefix=ba%2Caps%2C283&sr=8-63,₹664,4.4 out of 5 stars,808,B09P74TZY8,,,"SIDRUM WF-18 DSLR/SLR Camera Shoulder Bag Case with Adjustable Shoulder Strap & Rain Cover, Compatible for Nikon, Canon, Sony Mirrorless Cameras - Waterproof - Breathable - Anti Shock (Orange-Black)"
"Dell Pro Slim Backpack 15 - PO1520PS - Fits Most laptops up to 38.1 cm (15 inches, Black)",https://amazon.in/Dell-Pro-Slim-Backpack-15/dp/B07PMQTB6T/ref=sr_1_64?crid=2M096C61O4MLT&keywords=bags&qid=1675287623&sprefix=ba%2Caps%2C283&sr=8-64,"₹1,599",4.4 out of 5 stars,373,B07PMQTB6T,Lightweight and comfortable to carry;All your everyday essentials at your fingertips;Dependable everyday companion,,"Dell Pro Slim Backpack 15 - PO1520PS - Fits Most laptops up to 38.1 cm (15 inches, Black)"
Gear Casual Backpack,https://amazon.in/Gear-Black-Casual-Backpack-MDBKPECO50104/dp/B0757MBSS6/ref=sr_1_129?crid=2M096C61O4MLT&keywords=bags&qid=1675287723&sprefix=ba%2Caps%2C283&sr=8-129,₹429,3.8 out of 5 stars,"2,038",B0757MBSS6,,,Gear Casual Backpack
BROGBUS Leather Men Bag Business Messenger,https://amazon.in/BROGBUS-Business-Messenger-Sling-10-05inch/dp/B09QLD9GJY/ref=sr_1_130?crid=2M096C61O4MLT&keywords=bags&qid=1675287723&sprefix=ba%2Caps%2C283&sr=8-130,₹989,4.1 out of 5 stars,367,B09QLD9GJY,"Messenger Cross Body Bag: Handbags are considered as a fashion statement and also is a great utility. Hand bags can be used to carry important personal belongings which are needed on a daily basis. Hand Bags are very important in completing the outfit. They can be used to improve your appearance, and you can actually convey the look you want others to perceive simply by adjusting your appearance.;Lightweight and Premium Leather: This is high quality classic genuine leather messenger bag from Wild Horn. Featuring an elegant design, hand stitched, dyed and aged messenger bag is long-lasting, light weight and a fine quality genuine leather product.;Adjustable Strap : This bag comes with an adjustable strap. They are great if sometimes you would like to wear your bag on your shoulder and other times you want to wear it across the body. You can just change the length to suit the need.;Dimensions and Ideal Application: This messenger bag has main interior compartment with flap top closure for added security and a fully lined interior that includes zip pocket and slip pockets for organization. One rear zip pocket. The compartment has dedicated space for, I pad, tablet, phone & other small accessories. (DIMENSION: L- 10.05inch H- 11.5inch W- 3inch)",,BROGBUS Leather Men Bag Business Messenger
SAFARI 15 Ltrs Sea Blue Casual/School/College Backpack (DAYPACKNEO15CBSEB),https://amazon.in/SAFARI-Ltrs-Casual-Backpack-DAYPACKNEO15CBSEB/dp/B07Q7CNPMV/ref=sr_1_131?crid=2M096C61O4MLT&keywords=bags&qid=1675287723&sprefix=ba%2Caps%2C283&sr=8-131,₹299,4.0 out of 5 stars,"17,771",B07Q7CNPMV,"Outer Material: Polyester, Color: Sea Blue;Not water resistant. With Rain Cover:No;Capacity: 15 liters; Weight: 200 grams; Dimensions: 12 cms x 27 cms x 41 cms (LxWxH);Number of compartments: 2; Laptop Compatibility: No;Age Range Description: Kid; Closure Type: Drawstring; Pocket Description: Utility Pocket;Drawstring, 2 Compartments, Compact Size",,SAFARI 15 Ltrs Sea Blue Casual/School/College Backpack (DAYPACKNEO15CBSEB)
DZert Clasy Laptop Bag College Bag for Boys Girls 21 L Blue White,https://amazon.in/DZert-School-Polyester-Backpack-White/dp/B07GXYHFCY/ref=sr_1_132?crid=2M096C61O4MLT&keywords=bags&qid=1675287723&sprefix=ba%2Caps%2C283&sr=8-132,₹299,3.8 out of 5 stars,"2,235",B07GXYHFCY,,,DZert Clasy Laptop Bag College Bag for Boys Girls 21 L Blue White
Baggit Women's Sling Bag (Grey),https://amazon.in/Baggit-Womens-Satchel-Handbag-Grey/dp/B098TKJG1L/ref=sr_1_133?crid=2M096C61O4MLT&keywords=bags&qid=1675287723&sprefix=ba%2Caps%2C283&sr=8-133,₹837,4.3 out of 5 stars,777,B098TKJG1L,Faux Material material;Grey colored Satchel Handbag;Strap type : Single;Zip type closing mechanism.;Made in India,,Baggit Women's Sling Bag (Grey)
Amazon Brand - Eden & Ivy Women's Sling Bag,https://amazon.in/Amazon-Brand-Womens-Sling-Light/dp/B07YXBTD6Z/ref=sr_1_135?crid=2M096C61O4MLT&keywords=bags&qid=1675287723&sprefix=ba%2Caps%2C283&sr=8-135,₹558.55,4.3 out of 5 stars,608,B07YXBTD6Z,,,Amazon Brand - Eden & Ivy Women's Sling Bag
NIVIA String Bag/Drawstring Bag/Sports Bag Boys/Polyester String Bag/Kit Bags/Drawstring Sports Bag/Dori Backpack/Gym Bag/String Bag Men Waterproof/Drawstring Backpack (Sky Blue),https://amazon.in/Nivia-5177SB-Polyester-String-Blue/dp/B071XMLFTL/ref=sr_1_136?crid=2M096C61O4MLT&keywords=bags&qid=1675287723&sprefix=ba%2Caps%2C283&sr=8-136,₹193,4.2 out of 5 stars,444,B071XMLFTL,,,NIVIA String Bag/Drawstring Bag/Sports Bag Boys/Polyester String Bag/Kit Bags/Drawstring Sports Bag/Dori Backpack/Gym Bag/String Bag Men Waterproof/Drawstring Backpack (Sky Blue)
DEIN KLEIDER Nylon Cross Body Travel Mobile Pouch Sling Messenger Bag for Women,https://amazon.in/Kleider-Nylon-Travel-Mobile-Messenger/dp/B08V5B5G14/ref=sr_1_137?crid=2M096C61O4MLT&keywords=bags&qid=1675287723&sprefix=ba%2Caps%2C283&sr=8-137,₹259,4.2 out of 5 stars,"1,328",B08V5B5G14,,,DEIN KLEIDER Nylon Cross Body Travel Mobile Pouch Sling Messenger Bag for Women
